Customer Name,Age,Gender,City,Occupation,Order Time,Restaurant,Food Item,No. of Items,Delivery Time (min),Total Bill ($),Delivery Tip ($),Payment Method,Coupon Applied,Order Status,Feedback Rating,Device Used,Customer Tier,Order Delay (min),Delivery Agent Rating
Ashley,32,Female,Houston,Driver,05:18.0,Chipotle,Pizza,5,27,34.78,1.98,Credit Card,No,Delivered,3,Mobile App,Silver,2,4
David,32,Female,Houston,Teacher,44:18.0,McDonald's,Sushi,4,29,39.36,3.69,UPI,No,Cancelled,4,Mobile App,Silver,0,4
Sarah,32,Female,Phoenix,Salesperson,42:18.0,McDonald's,Salad,1,49,9.32,4.63,Credit Card,Yes,Delivered,5,Mobile App,Regular,12,4
Daniel,32,Male,Houston,Salesperson,11:18.0,McDonald's,Pizza,3,44,21.89,3.78,UPI,No,Delivered,4,Desktop Site,Gold,0,3
John,32,Male,Dallas,Doctor,32:18.0,Chipotle,Burger,4,39,30.21,5.66,Debit Card,No,Delivered,4,Mobile App,Regular,8,5
John,32,Female,New York,Doctor,30:18.0,Wendy's,Burger,5,56,14.97,8.06,UPI,Yes,Cancelled,3,Mobile App,Regular,11,4
John,32,Male,San Diego,Engineer,42:18.0,KFC,Sandwich,5,40,19.28,4.06,Debit Card,No,Delivered,3,Mobile App,Silver,9,4
John,32,Male,Phoenix,Student,33:18.0,Subway,Burger,4,24,48.11,3.79,UPI,No,Delivered,5,Mobile App,Regular,4,5
Chris,32,Male,New York,Designer,41:18.0,Burger King,Pizza,5,46,25.55,4.24,Credit Card,No,Delivered,2,Mobile App,Gold,8,3
Daniel,32,Female,Phoenix,Student,10:18.0,McDonald's,Burger,4,33,20.08,1.9,Credit Card,No,Delivered,4,Mobile App,Silver,4,5
Jessica,32,Female,Los Angeles,Designer,26:18.0,McDonald's,Sushi,2,33,29.95,5.25,Debit Card,No,Delivered,5,Mobile App,Regular,1,3
Michael,32,Male,Houston,Doctor,16:18.0,Subway,Sandwich,3,22,26.98,8.74,Credit Card,Yes,Cancelled,4,Desktop Site,Regular,19,3
Michael,32,Male,Dallas,Driver,01:18.0,McDonald's,Tacos,3,38,20.91,6.2,Credit Card,No,Cancelled,2,Mobile App,Silver,3,4
Daniel,32,Female,Phoenix,Student,21:18.0,Chipotle,Pizza,1,14,40.71,0.03,Credit Card,No,Delivered,4,Desktop Site,Regular,1,4
Michael,32,Male,Dallas,Salesperson,12:18.0,Chipotle,Sandwich,3,24,22.84,2.7,Credit Card,No,Delayed,3,Mobile App,Gold,8,4
Emily,32,Female,Houston,Student,02:18.0,McDonald's,Pizza,1,55,44.73,1.23,Credit Card,Yes,Delivered,2,Mobile App,Regular,2,4
Daniel,32,Female,San Diego,Teacher,45:18.0,Subway,Salad,3,18,28.16,0.04,UPI,Yes,Cancelled,4,Mobile App,Silver,12,5
John,32,Female,Los Angeles,Student,43:18.0,Burger King,Pizza,2,35,23.95,3.54,Credit Card,Yes,Delivered,3,Mobile App,Gold,0,5
David,32,Female,Los Angeles,Designer,45:18.0,KFC,Pizza,2,7,56.35,5.21,UPI,No,Delivered,2,Mobile App,Silver,0,4
John,32,Female,Los Angeles,Designer,45:18.1,Burger King,Tacos,2,29,33.52,3.93,Credit Card,Yes,Delivered,3,Mobile App,Gold,3,4
Daniel,32,Female,San Jose,Student,33:18.1,Wendy's,Burger,1,39,21.93,6.31,Credit Card,Yes,Delivered,4,Mobile App,Regular,1,4
Michael,32,Female,Los Angeles,Designer,06:18.1,KFC,Sandwich,3,16,24.85,3.87,Credit Card,No,Delivered,2,Mobile App,Regular,8,3
Daniel,32,Male,Houston,Driver,55:18.1,McDonald's,Burger,4,34,36.76,6.7,UPI,No,Delivered,3,Mobile App,Regular,4,3
Michael,32,Male,Chicago,Doctor,20:18.1,Burger King,Pizza,2,29,28.92,7.37,Debit Card,No,Delivered,4,Mobile App,Gold,3,3
John,32,Female,Los Angeles,Salesperson,40:18.1,McDonald's,Sushi,1,15,40.7,2.87,Debit Card,No,Delivered,5,Mobile App,Regular,10,4
Sarah,32,Female,Dallas,Salesperson,38:18.1,Burger King,Pizza,5,36,27.19,2.79,UPI,Yes,Delivered,3,Mobile App,Regular,0,4
Emily,32,Female,Phoenix,Salesperson,15:18.1,Chipotle,Tacos,3,50,43.59,1.51,Credit Card,No,Cancelled,5,Mobile App,Regular,0,4
Daniel,32,Male,San Diego,Teacher,42:18.1,McDonald's,Salad,3,25,48.85,1.62,Credit Card,No,Delivered,4,Desktop Site,Gold,0,5
Ashley,32,Female,Dallas,Designer,40:18.1,Wendy's,Sandwich,1,32,28.69,6.34,Debit Card,Yes,Delivered,5,Mobile App,Silver,8,5
Ashley,32,Male,San Diego,Doctor,00:18.1,McDonald's,Pizza,4,19,40.44,10.6,UPI,No,Delivered,4,Desktop Site,Gold,5,2
Emily,32,Female,New York,Doctor,53:18.1,McDonald's,Salad,5,22,32.53,0.84,Wallet,No,Delivered,4,Mobile App,Regular,10,4
Michael,32,Male,Houston,Doctor,37:18.1,Taco Bell,Tacos,5,38,16.74,7.6,Wallet,No,Delivered,5,Mobile App,Silver,3,2
Daniel,32,Female,Dallas,Designer,36:18.1,Chipotle,Pizza,1,28,0.79,4.68,Wallet,No,Delivered,3,Desktop Site,Gold,11,5
Ashley,32,Male,Houston,Engineer,44:18.1,Chipotle,Salad,3,52,35.36,4.86,Credit Card,No,Delivered,3,Desktop Site,Regular,7,4
Ashley,32,Male,Houston,Student,30:18.1,Chipotle,Sushi,2,45,12.51,3.81,Credit Card,No,Cancelled,3,Mobile App,Regular,16,4
Chris,32,Male,Chicago,Engineer,14:18.1,Subway,Burger,5,43,41.51,1.54,Credit Card,No,Delivered,3,Mobile App,Regular,2,4
David,32,Male,San Diego,Driver,55:18.1,Chipotle,Pasta,4,51,31.51,4.63,Cash,No,Delivered,2,Mobile App,Silver,1,3
Chris,32,Male,Houston,Salesperson,46:18.1,Wendy's,Pizza,5,17,33.91,1.23,Wallet,No,Delivered,2,Mobile App,Regular,14,4
John,32,Female,Chicago,Student,36:18.1,McDonald's,Sushi,1,43,33.72,5.38,Credit Card,No,Delivered,3,Mobile App,Regular,6,4
Ashley,32,Male,Chicago,Engineer,52:18.1,KFC,Burger,1,10,37.63,0.53,Debit Card,Yes,Delivered,4,Mobile App,Gold,7,5
Michael,32,Male,Phoenix,Teacher,13:18.1,McDonald's,Burger,2,40,19.67,1.97,Credit Card,Yes,Delayed,4,Mobile App,Silver,8,4
Chris,32,Male,Dallas,Designer,09:18.1,McDonald's,Ramen,5,42,32.39,1.86,Credit Card,No,Cancelled,5,Desktop Site,Silver,13,4
Jessica,32,Female,New York,Student,13:18.1,McDonald's,Sushi,2,27,19.57,6.68,Credit Card,Yes,Delivered,4,Mobile App,Regular,10,4
Chris,32,Female,Phoenix,Teacher,21:18.1,Chipotle,Pasta,3,47,31.91,6.36,Debit Card,Yes,Delivered,4,Mobile App,Silver,11,2
Daniel,32,Male,San Jose,Teacher,13:18.1,Subway,Burger,5,50,3.41,4.35,Credit Card,No,Delivered,5,Desktop Site,Regular,3,4
Michael,32,Male,Los Angeles,Engineer,53:18.1,Subway,Burger,3,35,34.67,4.57,UPI,Yes,Delivered,5,Mobile App,Regular,0,3
Laura,32,Female,Los Angeles,Doctor,26:18.1,Subway,Pizza,1,35,7.69,4.37,Debit Card,No,Delivered,4,Mobile App,Silver,0,4
David,32,Male,Dallas,Salesperson,05:18.1,Burger King,Sandwich,1,49,24.07,0,Credit Card,No,Delivered,2,Desktop Site,Regular,1,4
Sarah,32,Female,San Diego,Teacher,06:18.1,McDonald's,Tacos,2,25,16.91,3.33,Credit Card,No,Delivered,3,Mobile App,Regular,4,5
Michael,32,Female,Chicago,Salesperson,24:18.1,Wendy's,Pasta,1,22,28.21,4.2,Credit Card,No,Delivered,3,Mobile App,Silver,5,4
Jessica,32,Female,San Jose,Designer,51:18.1,KFC,Pizza,5,35,35.08,5.38,Debit Card,Yes,Delivered,4,Mobile App,Silver,9,4
Ashley,32,Female,Houston,Driver,08:18.1,McDonald's,Salad,5,33,18.42,0.34,Credit Card,No,Delivered,4,Mobile App,Regular,2,4
Laura,32,Female,Phoenix,Designer,25:18.1,Taco Bell,Sushi,5,47,27.96,8.84,UPI,Yes,Delayed,2,Desktop Site,Silver,10,5
Chris,32,Female,Houston,Student,41:18.1,McDonald's,Ramen,4,39,16.29,3.67,Credit Card,Yes,Delivered,4,Mobile App,Silver,2,5
Michael,32,Female,Phoenix,Engineer,56:18.1,Panda Express,Pizza,2,30,22.64,4.92,Debit Card,No,Delivered,4,Mobile App,Silver,4,4
Daniel,32,Male,Dallas,Doctor,42:18.1,McDonald's,Sushi,4,31,22.68,8.86,Credit Card,No,Delivered,2,Mobile App,Regular,8,3
Daniel,32,Female,New York,Doctor,18:18.1,Burger King,Pizza,2,30,21.44,7.47,Credit Card,No,Cancelled,4,Mobile App,Silver,5,3
Laura,32,Female,San Jose,Salesperson,02:18.1,Chipotle,Tacos,4,47,29.24,1.97,UPI,Yes,Delivered,5,Mobile App,Silver,0,5
Sarah,32,Female,New York,Engineer,55:18.1,Wendy's,Sushi,5,5,25.82,5.85,Debit Card,No,Cancelled,5,Mobile App,Regular,0,4
Laura,32,Female,Houston,Engineer,04:18.1,McDonald's,Pizza,1,48,18.76,5.69,Credit Card,No,Delivered,5,Desktop Site,Platinum,8,4
John,32,Male,Los Angeles,Doctor,18:18.1,McDonald's,Sandwich,4,35,24.83,4.86,Credit Card,No,Delivered,4,Mobile App,Regular,8,3
Michael,32,Male,San Diego,Student,00:18.1,McDonald's,Salad,4,38,27.64,5.51,Credit Card,No,Delivered,5,Mobile App,Regular,2,4
John,32,Male,San Jose,Student,30:18.1,Chipotle,Pizza,2,5,37.99,4.75,Credit Card,Yes,Delivered,2,Desktop Site,Regular,2,4
David,32,Male,San Diego,Designer,31:18.1,McDonald's,Pizza,2,30,60.54,3.29,Credit Card,No,Cancelled,5,Mobile App,Regular,13,4
Jessica,32,Female,Houston,Student,47:18.1,McDonald's,Pizza,4,25,34.04,8.48,Credit Card,Yes,Delivered,4,Mobile App,Gold,6,4
Ashley,32,Male,San Diego,Engineer,57:18.1,Taco Bell,Pizza,3,17,42.04,0.61,Credit Card,Yes,Delivered,3,Mobile App,Gold,6,4
Chris,32,Male,Los Angeles,Salesperson,51:18.1,Burger King,Pasta,3,50,18.11,3.67,Debit Card,No,Delivered,4,Desktop Site,Regular,2,4
Ashley,32,Male,Phoenix,Teacher,29:18.1,Burger King,Pizza,1,26,35.57,8.24,Debit Card,No,Delivered,4,Mobile App,Regular,1,4
John,32,Male,Phoenix,Driver,06:18.1,Chipotle,Pasta,3,46,43.18,3.26,Debit Card,No,Delivered,2,Mobile App,Silver,4,1
Jessica,32,Female,San Diego,Designer,51:18.1,Chipotle,Ramen,3,21,29.78,2.57,UPI,No,Delivered,4,Mobile App,Regular,6,4
Chris,32,Male,San Diego,Student,44:18.1,Wendy's,Pasta,4,44,31.37,0,Credit Card,No,Delayed,4,Desktop Site,Regular,10,2
John,32,Female,San Diego,Engineer,02:18.1,Burger King,Pizza,1,26,34.27,4.05,Debit Card,No,Delivered,4,Mobile App,Platinum,10,2
Laura,32,Female,New York,Driver,09:18.1,Wendy's,Pizza,1,57,28.7,0.85,Wallet,No,Delivered,4,Mobile App,Regular,8,2
Chris,32,Female,Los Angeles,Designer,47:18.1,Taco Bell,Ramen,2,20,36.74,5.66,Credit Card,No,Delivered,4,Desktop Site,Silver,7,2
Daniel,32,Male,Chicago,Teacher,05:18.1,McDonald's,Sandwich,4,47,31.85,7.1,Credit Card,Yes,Delivered,4,Mobile App,Regular,6,4
David,32,Male,Los Angeles,Engineer,31:18.1,Panda Express,Pizza,5,15,10.75,7.98,Credit Card,Yes,Delivered,4,Desktop Site,Gold,11,5
David,32,Male,Los Angeles,Doctor,25:18.1,Subway,Burger,2,40,15.33,4.83,Debit Card,No,Delivered,5,Mobile App,Regular,5,4
John,32,Male,San Jose,Doctor,12:18.1,Panda Express,Pizza,4,24,23.06,7.55,Credit Card,No,Delivered,4,Mobile App,Silver,0,3
Jessica,32,Female,New York,Doctor,32:18.1,McDonald's,Sushi,5,37,30.3,3.52,Cash,Yes,Delivered,4,Mobile App,Silver,13,3
Chris,32,Male,Chicago,Student,04:18.1,Taco Bell,Pasta,4,38,42.1,0.77,Credit Card,Yes,Delivered,5,Mobile App,Regular,10,3
Emily,32,Female,Los Angeles,Salesperson,27:18.1,McDonald's,Sandwich,3,24,16.17,1.78,Cash,No,Delivered,4,Mobile App,Platinum,1,3
Laura,32,Female,New York,Engineer,54:18.1,KFC,Sandwich,1,40,28.56,6.38,Credit Card,No,Delivered,3,Mobile App,Silver,18,5
Laura,32,Female,Los Angeles,Driver,28:18.1,McDonald's,Pizza,2,34,24.8,0,Credit Card,No,Delivered,4,Mobile App,Silver,0,3
David,32,Female,Chicago,Doctor,50:18.1,Chipotle,Tacos,1,25,32.31,4.93,Debit Card,No,Delivered,5,Mobile App,Regular,11,3
John,32,Male,Chicago,Engineer,58:18.1,Wendy's,Ramen,5,25,42.35,7.27,UPI,No,Delivered,5,Mobile App,Regular,2,5
Emily,32,Female,Houston,Student,43:18.1,KFC,Ramen,4,12,33.59,9.49,UPI,No,Delivered,3,Desktop Site,Silver,8,4
Ashley,32,Male,Dallas,Driver,25:18.1,Subway,Pizza,4,23,37.03,4.45,Credit Card,Yes,Cancelled,2,Mobile App,Regular,7,4
Laura,32,Female,Phoenix,Engineer,27:18.1,Wendy's,Salad,2,38,21.84,4.62,Wallet,No,Delivered,4,Mobile App,Regular,4,4
Sarah,32,Female,Phoenix,Salesperson,30:18.1,McDonald's,Sushi,4,57,13.86,4.34,Credit Card,No,Delivered,3,Mobile App,Regular,1,5
Daniel,32,Female,Phoenix,Doctor,06:18.1,Subway,Pizza,5,16,26.02,7.03,Credit Card,Yes,Delivered,4,Mobile App,Silver,9,2
Laura,32,Female,Chicago,Driver,50:18.1,McDonald's,Burger,2,34,30.33,0,Credit Card,Yes,Delivered,4,Mobile App,Regular,0,3
Ashley,32,Male,Phoenix,Teacher,15:18.1,McDonald's,Burger,5,43,21.57,4.01,Credit Card,No,Delivered,4,Mobile App,Regular,2,3
Daniel,32,Male,Houston,Teacher,24:18.1,Chipotle,Pizza,5,38,41.85,2.85,Credit Card,No,Delivered,4,Mobile App,Silver,9,4
Jessica,32,Female,Chicago,Doctor,13:18.2,McDonald's,Salad,5,51,30.26,1.8,Credit Card,No,Delivered,3,Mobile App,Regular,21,4
Michael,32,Male,San Jose,Doctor,03:18.2,McDonald's,Burger,5,20,38.98,5.22,Credit Card,No,Delivered,5,Mobile App,Regular,7,5
David,32,Female,Los Angeles,Salesperson,47:18.2,Chipotle,Pizza,3,35,22.45,6.04,Credit Card,No,Delivered,3,Mobile App,Silver,7,3
Daniel,32,Female,Dallas,Engineer,52:18.2,McDonald's,Pizza,3,24,44.23,0,Wallet,Yes,Delivered,4,Mobile App,Silver,5,4
Michael,32,Male,San Jose,Teacher,43:18.2,Burger King,Pasta,3,20,26.68,7.03,Credit Card,No,Delivered,1,Mobile App,Regular,5,3
Emily,32,Female,San Diego,Doctor,38:18.2,Chipotle,Sushi,5,37,32.3,3.14,UPI,Yes,Delivered,3,Mobile App,Regular,6,4
Michael,32,Female,San Jose,Designer,52:18.2,Wendy's,Sushi,5,32,21.47,3.22,UPI,Yes,Delivered,4,Mobile App,Gold,1,4
Michael,32,Male,Houston,Driver,21:18.2,McDonald's,Sushi,3,16,48.65,0.38,Wallet,Yes,Delivered,4,Mobile App,Silver,6,5
Ashley,32,Female,Los Angeles,Engineer,06:18.2,McDonald's,Pizza,3,38,32.72,0.72,Credit Card,No,Delivered,4,Mobile App,Regular,0,4
Laura,32,Female,San Diego,Teacher,14:18.2,Chipotle,Pizza,1,34,17.86,4.75,Wallet,No,Delivered,4,Desktop Site,Regular,8,3
Daniel,32,Female,Phoenix,Driver,57:18.2,Chipotle,Tacos,5,22,45.82,3.95,Credit Card,No,Delivered,4,Mobile App,Silver,6,2
Ashley,32,Male,San Jose,Doctor,37:18.2,KFC,Burger,2,24,18.1,4.32,UPI,No,Delivered,4,Mobile App,Regular,8,5
Daniel,32,Male,Chicago,Salesperson,32:18.2,McDonald's,Pasta,2,39,26.17,3.86,Credit Card,No,Delayed,5,Mobile App,Regular,7,4
Daniel,32,Male,Phoenix,Driver,54:18.2,McDonald's,Ramen,4,19,30.66,4.77,Credit Card,No,Delivered,4,Mobile App,Silver,11,4
Daniel,32,Female,San Diego,Doctor,03:18.2,McDonald's,Sandwich,2,41,20.4,1.25,Wallet,No,Delivered,5,Mobile App,Regular,0,1
Sarah,32,Female,Chicago,Student,43:18.2,Wendy's,Burger,1,47,37.4,6.96,Credit Card,No,Delivered,4,Mobile App,Silver,9,4
Laura,32,Female,Phoenix,Engineer,08:18.2,McDonald's,Sushi,2,28,20.66,4.4,Wallet,No,Cancelled,2,Mobile App,Regular,10,3
Sarah,32,Female,Chicago,Driver,17:18.2,McDonald's,Pizza,5,23,26.13,1.65,Debit Card,No,Delivered,4,Mobile App,Regular,13,4
Jessica,32,Female,San Diego,Salesperson,10:18.2,Panda Express,Burger,2,25,45.45,3.85,Cash,No,Delivered,3,Mobile App,Silver,3,2
John,32,Male,Chicago,Student,18:18.2,McDonald's,Pasta,4,43,13.85,2.31,Credit Card,No,Delivered,4,Desktop Site,Gold,0,4
John,32,Male,San Diego,Teacher,29:18.2,McDonald's,Sandwich,4,38,41.2,2.8,Credit Card,No,Delivered,3,Desktop Site,Regular,0,3
Michael,32,Male,San Jose,Driver,39:18.2,Wendy's,Sushi,4,32,44.05,7.25,Debit Card,Yes,Delivered,4,Mobile App,Gold,17,3
John,32,Female,New York,Student,58:18.2,Chipotle,Ramen,1,31,27.74,0,Credit Card,No,Delayed,4,Desktop Site,Silver,0,3
Jessica,32,Female,Phoenix,Doctor,52:18.2,Wendy's,Sushi,1,22,48.67,7.18,Cash,No,Delivered,4,Desktop Site,Gold,0,5
Chris,32,Female,Houston,Salesperson,36:18.2,McDonald's,Tacos,1,34,13.21,5.37,Debit Card,No,Delivered,4,Mobile App,Regular,0,4
Ashley,32,Female,Chicago,Driver,26:18.2,Burger King,Pizza,4,37,23.66,0,UPI,No,Delivered,4,Mobile App,Regular,10,4
Daniel,32,Female,Phoenix,Salesperson,48:18.2,McDonald's,Pizza,3,12,31.66,5.52,Cash,No,Delayed,4,Mobile App,Silver,1,4
David,32,Female,Chicago,Salesperson,12:18.2,Chipotle,Burger,1,49,23.45,4.58,Credit Card,No,Delivered,2,Mobile App,Gold,9,3
Daniel,32,Male,Dallas,Designer,18:18.2,Chipotle,Sushi,4,37,27,6.39,Credit Card,No,Delivered,4,Mobile App,Gold,0,4
Ashley,32,Male,San Diego,Student,51:18.2,McDonald's,Burger,1,33,5.83,2.75,Debit Card,Yes,Delivered,4,Mobile App,Silver,0,4
Michael,32,Female,Houston,Student,52:18.2,Chipotle,Tacos,5,33,22.63,6.59,Credit Card,No,Delivered,5,Mobile App,Regular,4,4
Chris,32,Female,San Diego,Designer,13:18.2,Burger King,Pizza,4,18,34.32,0.68,Credit Card,No,Delivered,4,Mobile App,Gold,0,5
Ashley,32,Male,San Jose,Student,55:18.2,Taco Bell,Sushi,1,67,37.81,3.92,Credit Card,No,Delivered,5,Mobile App,Regular,10,4
Jessica,32,Female,San Jose,Designer,50:18.2,McDonald's,Salad,1,41,39.86,3.41,Credit Card,No,Delivered,3,Mobile App,Regular,15,4
Ashley,32,Female,Dallas,Student,31:18.2,Taco Bell,Tacos,5,21,23.21,8.25,Credit Card,Yes,Delivered,4,Mobile App,Gold,7,4
Daniel,32,Male,New York,Doctor,19:18.2,McDonald's,Salad,4,29,19.38,0.56,Credit Card,No,Delivered,3,Mobile App,Regular,0,4
Sarah,32,Female,Chicago,Teacher,11:18.2,McDonald's,Sushi,2,24,38.96,6.07,Wallet,No,Delivered,2,Mobile App,Regular,10,4
Chris,32,Male,Dallas,Driver,01:18.2,KFC,Sushi,1,38,21.22,2.83,Credit Card,No,Delivered,5,Desktop Site,Regular,0,4
Emily,32,Female,New York,Designer,04:18.2,Chipotle,Pizza,5,42,23.15,7.91,Debit Card,No,Delivered,3,Mobile App,Regular,5,2
Daniel,32,Male,Chicago,Teacher,34:18.2,Burger King,Salad,1,23,14.95,2.93,Credit Card,No,Delivered,4,Mobile App,Gold,3,5
Daniel,32,Male,San Jose,Teacher,00:18.2,Chipotle,Salad,1,28,20.17,9.46,Credit Card,No,Delivered,3,Desktop Site,Regular,14,3
Ashley,32,Female,Chicago,Driver,12:18.2,Chipotle,Pizza,3,26,16.66,2.46,Credit Card,No,Cancelled,3,Mobile App,Regular,12,5
Chris,32,Female,Phoenix,Engineer,16:18.2,McDonald's,Salad,5,5,5.78,3.73,Wallet,Yes,Cancelled,3,Mobile App,Platinum,9,2
David,32,Male,Dallas,Doctor,35:18.2,Wendy's,Pizza,1,34,34.08,0.96,Credit Card,No,Delivered,5,Mobile App,Gold,7,3
David,32,Female,Phoenix,Engineer,49:18.2,McDonald's,Sandwich,3,56,35.56,4.41,Wallet,Yes,Delivered,3,Mobile App,Regular,7,4
Chris,32,Female,San Diego,Doctor,20:18.2,Burger King,Pizza,4,23,15.83,4.29,Debit Card,No,Delivered,3,Mobile App,Silver,0,5
Sarah,32,Female,New York,Salesperson,43:18.2,McDonald's,Sushi,1,46,47.84,6.36,Credit Card,No,Delivered,5,Mobile App,Silver,5,4
David,32,Male,Houston,Teacher,25:18.2,McDonald's,Salad,4,6,31.67,1.29,Credit Card,No,Delivered,4,Mobile App,Regular,0,5
David,32,Female,Chicago,Teacher,37:18.2,Wendy's,Burger,3,26,24.78,0.34,Credit Card,Yes,Delivered,5,Mobile App,Gold,0,4
David,32,Female,San Jose,Student,15:18.2,Wendy's,Sushi,2,30,23.25,4.99,Credit Card,No,Delivered,4,Mobile App,Platinum,9,5
Daniel,32,Male,Houston,Student,21:18.2,Chipotle,Burger,1,33,23.64,3.56,Debit Card,No,Delivered,4,Mobile App,Regular,11,3
Daniel,32,Male,San Diego,Designer,08:18.2,KFC,Tacos,4,33,14.81,4.19,Credit Card,No,Delivered,5,Mobile App,Platinum,4,4
Daniel,32,Male,Los Angeles,Driver,36:18.2,KFC,Pizza,3,42,44.86,7.62,Wallet,No,Delayed,4,Mobile App,Gold,9,3
John,32,Male,New York,Student,02:18.2,McDonald's,Pizza,1,5,27.5,4.88,Credit Card,No,Delivered,3,Mobile App,Silver,13,2
Chris,32,Male,Los Angeles,Designer,43:18.2,Taco Bell,Salad,4,41,31.52,0,Debit Card,No,Delivered,4,Mobile App,Regular,7,3
Daniel,32,Male,New York,Driver,33:18.2,Panda Express,Ramen,2,24,30.3,5.76,Credit Card,No,Delivered,3,Mobile App,Regular,8,4
Chris,32,Male,Los Angeles,Teacher,14:18.2,Chipotle,Pizza,4,46,24.43,1.94,Credit Card,No,Delivered,5,Desktop Site,Regular,3,4
Michael,32,Male,Los Angeles,Engineer,21:18.2,KFC,Pizza,5,23,34.86,6.66,UPI,No,Delivered,4,Mobile App,Gold,9,4
John,32,Male,Phoenix,Designer,32:18.2,McDonald's,Burger,3,18,33.93,2.36,Wallet,No,Delivered,5,Mobile App,Regular,10,3
Ashley,32,Male,Dallas,Student,31:18.2,Wendy's,Pizza,2,16,10.81,3.19,Debit Card,No,Delivered,2,Mobile App,Regular,16,4
John,32,Female,Houston,Student,26:18.2,Wendy's,Sushi,5,20,1.15,0.04,Credit Card,No,Delivered,4,Mobile App,Regular,0,3
Emily,32,Female,Los Angeles,Salesperson,08:18.2,Panda Express,Sushi,2,28,31.97,4.21,Wallet,Yes,Cancelled,4,Mobile App,Silver,0,3
Chris,32,Male,Chicago,Student,56:18.2,Chipotle,Burger,4,5,35.88,4.82,Credit Card,Yes,Delivered,4,Mobile App,Gold,0,2
Emily,32,Female,San Diego,Designer,32:18.3,McDonald's,Burger,2,40,30.04,0.17,Credit Card,No,Cancelled,4,Desktop Site,Regular,9,4
Michael,32,Female,Los Angeles,Doctor,57:18.3,McDonald's,Pizza,4,30,30.49,4.2,Credit Card,No,Delivered,5,Mobile App,Regular,12,5
Michael,32,Male,Houston,Designer,32:18.3,McDonald's,Sushi,3,22,32.21,1.69,UPI,Yes,Delivered,5,Mobile App,Silver,11,5
David,32,Female,Phoenix,Salesperson,32:18.3,Burger King,Salad,4,44,15.83,7.28,Wallet,No,Cancelled,4,Mobile App,Gold,11,5
Daniel,32,Female,Houston,Designer,18:18.3,Chipotle,Burger,1,29,31.69,7.32,Debit Card,No,Delivered,2,Mobile App,Platinum,8,4
Sarah,32,Female,Phoenix,Student,50:18.3,McDonald's,Pizza,5,19,43.07,4.9,Debit Card,No,Delivered,4,Mobile App,Silver,8,4
Michael,32,Male,San Diego,Designer,40:18.3,McDonald's,Burger,2,37,12,7.37,Credit Card,Yes,Delivered,3,Mobile App,Regular,4,4
Daniel,32,Female,San Jose,Doctor,45:18.3,Chipotle,Pizza,2,36,-1.53,5.74,UPI,No,Delivered,4,Mobile App,Regular,3,4
Jessica,32,Female,Phoenix,Driver,34:18.3,McDonald's,Salad,2,32,33.82,5.74,UPI,No,Delivered,4,Mobile App,Regular,0,4
Michael,32,Male,New York,Driver,23:18.3,McDonald's,Pizza,1,48,18.75,6.35,UPI,Yes,Delivered,2,Mobile App,Regular,4,4
Chris,32,Male,New York,Teacher,59:18.3,Wendy's,Burger,3,34,48.39,4.81,Credit Card,No,Delivered,3,Mobile App,Regular,15,3
Michael,32,Male,Phoenix,Doctor,15:18.3,KFC,Pizza,4,34,11.54,5.45,Credit Card,No,Delayed,3,Mobile App,Regular,6,4
Daniel,32,Female,Dallas,Driver,58:18.3,Chipotle,Salad,3,35,44.85,3.13,Debit Card,No,Delivered,2,Mobile App,Regular,12,4
Emily,32,Female,Houston,Student,18:18.3,McDonald's,Burger,3,28,20.21,6.75,UPI,No,Delivered,5,Mobile App,Gold,4,4
David,32,Male,Dallas,Doctor,55:18.3,McDonald's,Pasta,1,33,9.51,0,Credit Card,No,Cancelled,4,Mobile App,Regular,11,4
David,32,Female,Los Angeles,Teacher,02:18.3,McDonald's,Ramen,4,28,32.09,0.49,Wallet,Yes,Delivered,2,Mobile App,Regular,5,4
Ashley,32,Male,New York,Teacher,43:18.3,McDonald's,Sushi,3,9,32.24,1.55,UPI,No,Delivered,4,Mobile App,Regular,7,4
David,32,Female,Houston,Doctor,34:18.3,McDonald's,Pizza,1,44,28.42,0.9,Wallet,No,Delivered,3,Mobile App,Regular,21,4
Ashley,32,Male,New York,Doctor,32:18.3,Burger King,Burger,4,24,29.18,5.97,Wallet,Yes,Delivered,3,Mobile App,Gold,5,3
Michael,32,Female,San Jose,Engineer,23:18.3,KFC,Sushi,4,38,32.4,5.24,Credit Card,No,Delivered,4,Desktop Site,Silver,7,3
Ashley,32,Female,Los Angeles,Engineer,11:18.3,Chipotle,Pasta,3,35,4.26,0.88,Cash,No,Delivered,3,Mobile App,Regular,6,4
David,32,Female,Phoenix,Teacher,24:18.3,McDonald's,Ramen,5,28,28.9,2.8,Credit Card,No,Delivered,4,Mobile App,Silver,4,5
Daniel,32,Female,Dallas,Driver,46:18.3,McDonald's,Pizza,3,52,10.06,3.29,Debit Card,No,Delivered,5,Mobile App,Gold,1,2
Michael,32,Female,Chicago,Student,31:18.3,Chipotle,Sushi,1,51,21.74,0,Debit Card,No,Delivered,5,Mobile App,Gold,3,3
Michael,32,Female,Dallas,Doctor,47:18.3,Subway,Pizza,3,5,19.7,3.11,Debit Card,No,Delivered,4,Desktop Site,Regular,11,4
